Gene_name_canonical,graph_localization_annotation
RBM10,nucleus
RBM12,unclassified
RBM12B,nucleus
RBM14,nucleus
RBM15,nucleus
RBM15B,nucleolus
RBM17,nucleus
RBM18,nucleus
RBM19,nucleolus
RBM20,unclassified
RBM22,nucleus
RBM23,nucleus
RBM25,nucleolus
RBM26,nucleus
RBM26,nucleus
RBM27,translation
RBM28,nucleolus
RBM3,nucleus
RBM33,translation
RBM33,unclassified
RBM34,nucleolus
RBM38,unclassified
RBM39,unclassified
RBM4,nucleus
RBM41,cytosol
RBM42,nucleus
RBM45,nucleus
RBM47,stress_granule
RBM4B,nucleus
RBM5,nucleus
RBM6,translation
RBM7,nucleus
RBM8A,nucleus
RBMS1,stress_granule
RBMS2,stress_granule
RBMX,nucleus
RBMX2,nucleus
RBMXL1,nucleus
RBP1,cytosol
RBPJ,nucleus
RBPMS,unclassified
RBPMS2,nucleus
RBSN,early_endosome
RBX1,unclassified
RC3H1,stress_granule
RC3H2,stress_granule
RCAN1,cytosol
RCBTB1,unclassified
RCC1,nucleus
RCC1L,mitochondrion
RCC2,unclassified
RCCD1,cytosol
RCE1,ER
RCHY1,cytosol
RCL1,nucleolus
RCN1,ER
RCN2,ER
RCOR1,nucleus
RCOR2,nucleus
RCOR3,nucleus
RDH10,ER
RDH11,ER
RDH13,mitochondrion
RDH14,ER
RDX,plasma_membrane
RECQL,nucleus
RECQL4,nucleus
RECQL5,nucleolus
REEP3,ER
REEP4,ER
REEP5,ER
REEP6,ER
REL,unclassified
RELA,actin_cytoskeleton
RELCH,cytosol
RELL1,plasma_membrane
RENBP,cytosol
REPIN1,unclassified
REPS1,actin_cytoskeleton
RER1,ERGIC
RERE,unclassified
RESDA1,plasma_membrane
RESF1,nucleus
REST,nucleus
RETREG1,ER
RETREG2,ER
RETREG3,ER
RETSAT,ER
REV3L,nucleus
REX1BD,cytosol
REXO1,nucleus
REXO2,mitochondrion
REXO4,nucleolus
RFC1,nucleus
RFC2,unclassified
RFC3,nucleus
RFC4,nucleus
RFC5,nucleus
RFK,cytosol
RFLNB,actin_cytoskeleton
RFNG,Golgi
RFT1,ER
RFTN1,stress_granule
RFWD3,nucleus
RFX1,nucleus
RFX3,nucleus
RFX5,nucleus
RFX7,14-3-3_scaffold
RFXANK,unclassified
RFXAP,nucleus
RGP1,cytosol
RGPD1,unclassified
RGPD3,ER
RGPD4,nucleus
RGPD5; RGPD6,ER
RGS10,cytosol
RGS19,plasma_membrane
RHBDD1,ER
RHBDD2,Golgi
RHBDF2,plasma_membrane
RHEB,cytosol
RHOA,plasma_membrane
RHOBTB3,plasma_membrane
RHOC,cytosol
RHOF,plasma_membrane
RHOG,plasma_membrane
RHOQ,plasma_membrane
RHOT1,mitochondrion
RHOT2,mitochondrion
RIC8A,cytosol
RIC8B,cytosol
RICTOR,14-3-3_scaffold
RIDA,mitochondrion
RIF1,nucleus
RILPL1,cytosol
RIMKLB,cytosol
RIMOC1,cytosol
RING1,nucleus
RINT1,ER
RIOK1,nucleus
RIOK2,nucleus
RIOK3,cytosol
RIOX2,nucleus
RIOX2,nucleus
RIPK1,unclassified
RIPK2,cytosol
RIPOR1,cytosol
RLF,nucleus
RLIG1,stress_granule
RLIM,unclassified
RMC1,lysosome
RMDN1,mitochondrion
RMDN3,mitochondrion
RMI1,nucleus
RMI2,nucleus
RMND1,mitochondrion
RMND5A,cytosol
RNASEH1,unclassified
RNASEH2A,unclassified
RNASEH2B,unclassified
RNASEH2C,unclassified
RNASEK-C17orf49,nucleus
RNASEL,unclassified
RNASET2,lysosome
RNF10,translation
RNF113A,cytosol
RNF114,cytosol
RNF115,proteasome
RNF121,Golgi
RNF123,cytosol
RNF126,early_endosome
RNF13,lysosome
RNF130,plasma_membrane
RNF138,unclassified
RNF139,ER
RNF14,cytosol
RNF141,cytosol
RNF146,unclassified
RNF149,plasma_membrane
RNF167,lysosome
RNF168,nucleus
RNF169,nucleus
RNF170,ER
RNF181,proteasome
RNF187,cytosol
RNF2,nucleus
RNF20,unclassified
RNF213,centrosome
RNF214,cytosol
RNF214,cytosol
RNF216,cytosol
RNF220,nucleus
RNF25,unclassified
RNF31,cytosol
RNF34,cytosol
RNF40,unclassified
RNF5,ER
RNF7,cytosol
RNF8,unclassified
RNFT1,Golgi
RNGTT,nucleus
RNH1,cytosol
RNMT,cytosol
RNPC3,translation
RNPEP,cytosol
RNPS1,nucleus
RO60,unclassified
ROBO1,plasma_membrane
ROBO2,plasma_membrane
ROCK1,plasma_membrane
ROCK2,actin_cytoskeleton
ROGDI,early_endosome
ROMO1,mitochondrion
RP2,plasma_membrane
RP5-1104E15.5,mitochondrion
RP9,nucleus
RPA1,nucleus
RPA2,ER
RPA3,unclassified
RPAIN,cytosol
RPAP1,cytosol
RPAP2,unclassified
RPAP3,stress_granule
RPE,cytosol
RPF1,nucleolus
RPF2,nucleolus
RPGR,cytosol
RPGRIP1L,unclassified
RPIA,translation
RPL10,translation
RPL10,translation
RPL10A,translation
RPL11,translation
RPL12,translation
RPL13,translation
RPL13A,translation
RPL13A,translation
RPL14,translation
RPL14,translation
RPL15,translation
RPL17,translation
RPL18,translation
RPL18A,translation
RPL19,translation
RPL21,translation
RPL22,translation
RPL22L1,nucleus
RPL23,translation
RPL23A,translation
RPL24,translation
RPL26,translation
RPL26L1,translation
RPL27,translation
RPL27A,translation
RPL28,translation
RPL29,translation
RPL3,translation
RPL30,translation
RPL31,translation
RPL32,translation
RPL34,translation
RPL35,translation
RPL35A,translation
RPL36,translation
RPL36A,translation
RPL36AL,translation
RPL37A,translation
RPL38,translation
RPL4,translation
RPL5,translation
RPL6,translation
RPL7,translation
RPL7A,translation
RPL7L1,translation
RPL8,translation
RPL9; RPL9P7; RPL9P8; RPL9P9,translation
RPLP0,translation
RPLP1,translation
RPLP1,translation
RPLP2,translation
RPN1,ER
RPN2,ER
RPP14,cytosol
RPP25,translation
RPP25L,stress_granule
RPP30,nucleus
RPP38,unclassified
RPP40,translation
RPRD1A,unclassified
RPRD1B,unclassified
RPRD2,nucleus
RPS10,translation
RPS10,translation
RPS11,translation
RPS12,translation
RPS13,translation
RPS14,translation
RPS15,stress_granule
RPS15A,translation
RPS16,translation
RPS17,translation
RPS18,translation
RPS19,translation
RPS19BP1,nucleolus
RPS2,translation
RPS20,stress_granule
RPS21,translation
RPS23,translation
RPS24,translation
RPS25,translation
RPS26P11,stress_granule
RPS27,translation
RPS27A,translation
RPS27L,translation
RPS28,translation
RPS29,translation
RPS3,translation
RPS3A,translation
RPS4X,stress_granule
RPS5,translation
RPS6,stress_granule
RPS6KA1,cytosol
RPS6KA3,cytosol
RPS6KA4,unclassified
RPS6KA5,cytosol
RPS6KB1,cytosol
RPS6KB2,cytosol
RPS6KC1,early_endosome
RPS7,translation
RPS8,translation
RPS9,translation
RPSA,translation
RPTOR,lysosome
RPUSD1,cytosol
RPUSD2,cytosol
RPUSD3,mitochondrion
RPUSD4,mitochondrion
RRAGA,lysosome
RRAGC,lysosome
RRAS,plasma_membrane
RRAS2,plasma_membrane
RRBP1,ER
RRBP1,ER
RREB1,nucleus
RRM1,cytosol
RRM2,unclassified
RRM2B,cytosol
RRN3,unclassified
RRP1,nucleolus
RRP12,nucleolus
RRP15,nucleolus
RRP1B,nucleolus
RRP36,nucleus
RRP7A,nucleolus
RRP8,nucleolus
RRP9,nucleolus
RRS1,nucleolus
RSAD1,mitochondrion
RSBN1,translation
RSBN1L,nucleolus
RSF1,nucleus
RSL1D1,nucleolus
RSL24D1,nucleus
RSPRY1,plasma_membrane
RSRC1,nucleus
RSRC2,nucleus
RSU1,plasma_membrane
RTCA,unclassified
RTCB,stress_granule
RTEL1,cytosol
RTF1,cytosol
RTF2,unclassified
RTKN,unclassified
RTKN2,cytosol
RTL6,unclassified
RTN1,ER
RTN3,ER
RTN3,ER
RTN4,ER
RTN4IP1,mitochondrion
RTN4R,plasma_membrane
RTN4RL2,unclassified
RTRAF,stress_granule
RTTN,unclassified
RUFY1,early_endosome
RUFY2,early_endosome
RUFY3,cytosol
RUFY3,cytosol
RUNDC1,unclassified
RUSC1,early_endosome
RUSC1,early_endosome
RUSF1,ER
RUVBL1,cytosol
RUVBL2,cytosol
RWDD1,cytosol
RWDD2A,unclassified
RWDD2B,unclassified
RWDD3,cytosol
RWDD4,unclassified
RXRA,nucleus
RXRB,nucleus
RYBP,nucleus
S100A10,plasma_membrane
S100A11,cytosol
S100A13,cytosol
S100PBP,nucleus
S1PR2,unclassified
S1PR5,unclassified
SAAL1,cytosol
SAC3D1,unclassified
SACM1L,Golgi
SACS,unclassified
SAE1,cytosol
SAFB,nucleus
SAFB2,nucleus
SAGE1,nucleus
SALL1,nucleus
SALL2,unclassified
SAMD1,nucleus
SAMD11,unclassified
SAMD4B,stress_granule
SAMHD1,unclassified
SAMM50,mitochondrion
SAMM50,mitochondrion
SAP130,nucleus
SAP18,nucleus
SAP30,nucleus
SAP30BP,unclassified
SAP30L,nucleus
SAPCD2,unclassified
SAR1A,ERGIC
SAR1B,ERGIC
SARAF,ER
SARM1,mitochondrion
SARNP,nucleus
SARS1,cytosol
SARS2,mitochondrion
SART1,nucleolus
SART3,unclassified
SASH1,14-3-3_scaffold
SASS6,unclassified
SATB1,nucleus
SATB2,nucleus
SAV1,unclassified
SBDS,cytosol
SBF1,unclassified
SBF2,actin_cytoskeleton
SBNO1,unclassified
SCAF1,nucleolus
SCAF11,nucleus
SCAF4,nucleus
SCAF8,nucleus
SCAI,nucleus
SCAMP1,recycling_endosome
SCAMP2,recycling_endosome
SCAMP3,recycling_endosome
SCAMP4,recycling_endosome
SCAND1,cytosol
SCAP,ERGIC
SCAPER,stress_granule
SCARB1,plasma_membrane
SCARB2,lysosome
SCARF2,plasma_membrane
SCCPDH,ER
SCD,ER
SCD5,ER
SCFD1,ERGIC
SCFD2,ER
SCLT1,unclassified
SCLY,cytosol
SCMH1,nucleus
SCML1,cytosol
SCML2,nucleus
SCO1,mitochondrion
SCO2,mitochondrion
SCOC,cytosol
SCP2,peroxisome
SCPEP1,lysosome
SCRIB,plasma_membrane
SCRN1,cytosol
SCRN2,cytosol
SCRN3,cytosol
SCYL1,cytosol
SCYL2,actin_cytoskeleton
SCYL3,cytosol
SCYL3,cytosol
SDAD1,unclassified
SDC1,plasma_membrane
SDC2,plasma_membrane
SDC3,plasma_membrane
SDC4-ROS1_S4,plasma_membrane
SDCBP,lysosome
SDCBP,lysosome
SDE2,unclassified
SDF2,ER
SDF2L1,ER
SDF4,Golgi
SDHA,mitochondrion
SDHAF2,mitochondrion
SDHAF3,mitochondrion
SDHAF4,mitochondrion
SDHB,mitochondrion
SDHC,mitochondrion
SDK1,plasma_membrane
SDK2,plasma_membrane
SDR39U1,mitochondrion
SDSL,cytosol
SEC11A,ER
SEC11C,ER
SEC13,ER
SEC14L1,unclassified
SEC14L2,cytosol
SEC16A,cytosol
SEC16A,cytosol
SEC22A,Golgi
SEC22B,ERGIC
SEC22B,ERGIC
SEC23A,Golgi
SEC23B,Golgi
SEC23IP,Golgi
SEC24A,ERGIC
SEC24B,Golgi
SEC24C,Golgi
SEC24D,ERGIC
SEC31A,ERGIC
SEC61A1,ER
SEC61A2,ER
SEC61B,ER
SEC61G,ER
SEC62,ER
SEC63,ER
SECISBP2,nucleolus
SECISBP2L,nucleus
SEH1L,ER
SEL1L,ER
SELENBP1,cytosol
SELENOF,ER
SELENOH,nucleus
SELENOI,ER
SELENOK,ER
SELENOM,ER
SELENON,ER
SELENOO,mitochondrion
SELENOS,ER
SELENOT,ER
SEMA4C,recycling_endosome
SEMA4D,plasma_membrane
SEMA6A,plasma_membrane
SENP1,nucleolus
SENP2,nucleus
SENP3,nucleus
SENP6,nucleus
SENP7,nucleus
SENP8,cytosol
SEPHS1,nucleus
SEPHS2,cytosol
SEPSECS,cytosol
SEPTIN10,actin_cytoskeleton
SEPTIN11,actin_cytoskeleton
SEPTIN2,plasma_membrane
SEPTIN3,plasma_membrane
SEPTIN5,plasma_membrane
SEPTIN6,actin_cytoskeleton
SEPTIN7,actin_cytoskeleton
SEPTIN8,actin_cytoskeleton
SEPTIN9,actin_cytoskeleton
SERAC1,mitochondrion
SERBP1,stress_granule
SERBP1,stress_granule
SERF2,nucleus
SERGEF,cytosol
SERINC1,early_endosome
SERINC3,early_endosome
SERPINB1,cytosol
SERPINB6,cytosol
SERPINB9,cytosol
SERPINE2,plasma_membrane
SERPINF1,recycling_endosome
SERPINH1,ER
SESN1,cytosol
SESN2,cytosol
SESTD1,cytosol
SET,cytosol
SETD1A,nucleus
SETD1B,unclassified
SETD2,nucleus
SETD3,stress_granule
SETD5,nucleus
SETD7,cytosol
SETDB1,cytosol
SETMAR,unclassified
SETX,nucleus
SF1,nucleus
SF1,nucleus
SF1,nucleus
SF3A1,nucleus
SF3A2,nucleus
SF3A3,nucleus
SF3B1,nucleus
SF3B2,nucleus
SF3B3,nucleus
SF3B4,nucleus
SF3B5,nucleus
SF3B6,nucleus
SFMBT1,nucleus
SFN,recycling_endosome
SFPQ,nucleus
SFR1,unclassified
SFSWAP,nucleus
SFT2D2,plasma_membrane
SFT2D3,Golgi
SFXN1,mitochondrion
SFXN2,mitochondrion
SFXN3,mitochondrion
SFXN4,mitochondrion
SFXN5,mitochondrion
SGCB,ER
SGF29,unclassified
SGO1,unclassified
SGO2,nucleus
SGPL1,ER
SGPP1,ER
SGSH,ER
SGTA,early_endosome
SGTB,cytosol
SH2B1,cytosol
SH2D4A,unclassified
SH3BGRL,cytosol
SH3BGRL2,cytosol
SH3BGRL3,cytosol
SH3BP1,nucleus
SH3BP4,plasma_membrane
SH3BP5,unclassified
SH3BP5L,14-3-3_scaffold
SH3D19,actin_cytoskeleton
SH3GL1,cytosol
SH3GL3,cytosol
SH3GLB1,trans-Golgi
SH3GLB2,cytosol
SH3KBP1,unclassified
SH3PXD2A,14-3-3_scaffold
SH3PXD2B,unclassified
SH3RF1,14-3-3_scaffold
SHARPIN,cytosol
SHB,unclassified
SHC1,cytosol
SHCBP1,14-3-3_scaffold
SHKBP1,actin_cytoskeleton
SHMT1,cytosol
SHMT2,mitochondrion
SHOC2,plasma_membrane
SHPK,cytosol
SHPRH,nucleus
SHQ1,cytosol
SHROOM1,14-3-3_scaffold
SHROOM3,14-3-3_scaffold
SHTN1,cytosol
SIAE,lysosome
SIGMAR1,ER
SIK2,cytosol
SIK3,14-3-3_scaffold
SIKE1,ER
SIL1,ER
SIMC1,nucleus
SIN3A,nucleus
SIN3B,nucleus
SINHCAF,nucleolus
SIPA1,actin_cytoskeleton
SIPA1L1,actin_cytoskeleton
SIPA1L2,actin_cytoskeleton
SIPA1L3,actin_cytoskeleton
SIRPA,recycling_endosome
SIRT1,cytosol
SIRT2,cytosol
SIRT3,mitochondrion
SIRT5,mitochondrion
SIRT6,nucleus
SIVA1,cytosol
SIX1,nucleus
SIX2,nucleus
SIX4,nucleus
SIX5,nucleus
SKA1,unclassified
SKA3,unclassified
SKI,nucleus
SKIC2,stress_granule
SKIC3,stress_granule
SKIC8,translation
SKIL,nucleus
SKP1,nucleus
SKP2,cytosol
SLAIN1,unclassified
SLAIN2,nucleus
SLBP,nucleolus
SLC12A2,plasma_membrane
SLC12A4,trans-Golgi
SLC12A6,recycling_endosome
SLC12A7,trans-Golgi
SLC12A9,early_endosome
SLC15A4,lysosome
SLC16A1,plasma_membrane
SLC16A10,plasma_membrane
SLC16A2,plasma_membrane
SLC18B1,lysosome
SLC19A1,plasma_membrane
SLC19A2,plasma_membrane
SLC1A1,recycling_endosome
SLC1A3,plasma_membrane
SLC1A4,plasma_membrane
SLC1A5,plasma_membrane
SLC20A1,plasma_membrane
SLC20A2,trans-Golgi
SLC25A1,mitochondrion
SLC25A10,mitochondrion
SLC25A10,mitochondrion
SLC25A11,mitochondrion
SLC25A12,mitochondrion
SLC25A13,mitochondrion
SLC25A14,mitochondrion
SLC25A15,mitochondrion
SLC25A17,peroxisome
SLC25A19,mitochondrion
SLC25A20,mitochondrion
SLC25A21,mitochondrion
SLC25A22,mitochondrion
SLC25A24,mitochondrion
SLC25A25,mitochondrion
SLC25A28,mitochondrion
SLC25A29,mitochondrion
SLC25A3,mitochondrion
SLC25A30,mitochondrion
SLC25A32,mitochondrion
SLC25A36,mitochondrion
SLC25A4,mitochondrion
SLC25A40,mitochondrion
SLC25A44,nucleus
SLC25A46,mitochondrion
SLC25A5,mitochondrion
SLC25A6,mitochondrion
SLC26A2,plasma_membrane
SLC27A2,ER
SLC27A3,ER
SLC27A4,ER
SLC29A1,plasma_membrane
SLC29A2,plasma_membrane
SLC2A1,plasma_membrane
SLC2A8,lysosome
SLC30A1,plasma_membrane
SLC30A5,Golgi
SLC30A6,Golgi
SLC30A7,Golgi
SLC30A9,mitochondrion
SLC31A1,plasma_membrane
SLC33A1,ER
SLC35A1,Golgi
SLC35A2,Golgi
SLC35A4,mitochondrion
SLC35A5,trans-Golgi
SLC35B1,ER
SLC35B2,Golgi
SLC35E1,Golgi
SLC35F1,recycling_endosome
SLC35F2,recycling_endosome
SLC35F6,lysosome
SLC36A1,lysosome
SLC37A4,ER
SLC38A1,plasma_membrane
SLC38A10,Golgi
SLC38A2,plasma_membrane
SLC38A3,plasma_membrane
SLC38A7,lysosome
SLC38A9,lysosome
SLC39A1,lysosome
SLC39A10,plasma_membrane
SLC39A11,ERGIC
SLC39A14,plasma_membrane
SLC39A6,plasma_membrane
SLC3A2,plasma_membrane
SLC3A2,plasma_membrane
SLC41A3,ER
SLC43A1,plasma_membrane
SLC44A1,plasma_membrane
SLC44A2,unclassified
SLC47A1,plasma_membrane
SLC4A1AP,cytosol
SLC4A2,plasma_membrane
SLC4A7,plasma_membrane
SLC4A7,plasma_membrane
SLC5A3,plasma_membrane
SLC5A6,plasma_membrane
SLC6A11,plasma_membrane
SLC6A15,plasma_membrane
SLC6A8,plasma_membrane
SLC6A9,plasma_membrane
SLC7A1,plasma_membrane
SLC7A2,plasma_membrane
SLC7A3,plasma_membrane
SLC7A5,plasma_membrane
SLC7A6,plasma_membrane
SLC7A6OS,cytosol
SLC9A1,plasma_membrane
SLC9A6,trans-Golgi
SLCO4C1,recycling_endosome
SLF2,nucleus
SLIRP,mitochondrion
SLIT2,plasma_membrane
SLITRK5,plasma_membrane
SLK,cytosol
SLMAP,ER
SLTM,nucleus
SLU7,nucleolus
SLX4,nucleus
SLX4IP,unclassified
SLX9,unclassified
SMAD1,unclassified
SMAD2,unclassified
SMAD3,unclassified
SMAD4,nucleus
SMAD5,unclassified
SMAGP,unclassified
SMAP,cytosol
SMAP1,unclassified
SMAP2,early_endosome
SMARCA1,nucleus
SMARCA2,nucleus
SMARCA4,nucleus
SMARCA5,nucleus
SMARCAD1,cytosol
SMARCAL1,nucleus
SMARCB1,nucleus
SMARCC1,nucleus
SMARCC2,nucleus
SMARCD1,nucleus
SMARCD2,nucleus
SMARCD3,nucleus
SMARCE1,nucleus
SMC1A,nucleus
SMC2,unclassified
SMC3,nucleus
SMC4,unclassified
SMC5,nucleus
SMC6,nucleus
SMCHD1,nucleus
SMCR8,lysosome
SMDT1,nucleus
SMG1,unclassified
SMG5,unclassified
SMG6,stress_granule
SMG7,stress_granule
SMG8,nucleolus
SMG9,unclassified
SMIM1,recycling_endosome
SMIM12,mitochondrion
SMIM15,nucleus
SMIM19,unclassified
SMIM20,mitochondrion
SMIM26,mitochondrion
SMIM8,mitochondrion
SMN1,stress_granule
SMNDC1,nucleus
SMOC1,plasma_membrane
SMPD4,ER
SMPD4,ER
SMPDL3A,lysosome
SMPDL3B,plasma_membrane
SMS,cytosol
SMTN,nucleus
SMU1,nucleus
SMUG1,cytosol
SMURF2,unclassified
SMYD2,cytosol
SMYD3,unclassified
SMYD4,cytosol
SMYD5,cytosol
SNAP23,plasma_membrane
SNAP29,early_endosome
SNAP47,trans-Golgi
SNAP91,plasma_membrane
SNAPC1,actin_cytoskeleton
SNAPC2,unclassified
SNAPC3,unclassified
SNAPC4,nucleus
SNAPC5,cytosol
SNAPIN,lysosome
SNCA,unclassified
SNCB,unclassified
SNCG,cytosol
SND1,ER
SNF8,unclassified
SNIP1,nucleus
SNN,early_endosome
SNRK,cytosol
SNRNP200,nucleus
SNRNP27,nucleus
SNRNP35,nucleus
SNRNP40,nucleus
SNRNP48,unclassified
SNRNP70,nucleus
SNRPA,nucleus
SNRPA1,nucleus
SNRPB,nucleus
SNRPB2,nucleus
SNRPC,nucleus
SNRPD1,nucleus
SNRPD2,nucleus
SNRPD3,nucleus
SNRPE,nucleus
SNRPF,nucleus
SNRPGP15,nucleus
SNTA1,plasma_membrane
SNTB1,plasma_membrane
SNTB2,plasma_membrane
SNU13,nucleolus
SNU13,nucleolus
SNUPN,cytosol
SNW1,nucleus
SNX1,early_endosome
SNX11,lysosome
SNX12,early_endosome
SNX13,ER
SNX14,ER
SNX15,early_endosome
SNX16,early_endosome
SNX17,early_endosome
SNX18,actin_cytoskeleton
SNX2,early_endosome
SNX21,cytosol
SNX24,cytosol
SNX27,early_endosome
SNX29,early_endosome
SNX3,early_endosome
SNX30,trans-Golgi
SNX33,actin_cytoskeleton
SNX4,trans-Golgi
SNX5,unclassified
SNX6,early_endosome
SNX7,trans-Golgi
SNX8,trans-Golgi
SNX9,actin_cytoskeleton
SOAT1,ER
SOD1,cytosol
SOD2,mitochondrion
SOGA1,14-3-3_scaffold
SOGA3,cytosol
SON,nucleus
SON,nucleus
SORBS1,plasma_membrane
SORBS3,cytosol
SORBS3,cytosol
SORD,cytosol
SORL1,early_endosome
SORT1,trans-Golgi
SOS1,cytosol
SOS2,cytosol
SOWAHC,cytosol
SOX12,nucleus
SOX5,nucleus
SP1,nucleus
SP2,nucleus
SP2,nucleus
SP3,nucleus
SP4,nucleus
SPA17,cytosol
SPAG1,cytosol
SPAG5,unclassified
SPAG7,cytosol
SPAG9,cytosol
SPAG9,cytosol
SPART,early_endosome
SPAST,early_endosome
SPATA20,mitochondrion
SPATA24,cytosol
SPATA33,cytosol
SPATA7,nucleus
SPATS2,nucleolus
SPATS2L,translation
SPC24,cytosol
SPC25,unclassified
SPCS1,ER
SPCS2,ER
SPCS3,ER
SPDL1,ER
SPECC1,plasma_membrane
SPECC1L,plasma_membrane
SPEN,nucleus
SPG11,lysosome
SPG21,trans-Golgi
SPG7,mitochondrion
SPICE1,centrosome
SPIN1,nucleus
SPIN2B,nucleus
SPINDOC,nucleus
SPIRE1,14-3-3_scaffold
SPNS1,lysosome
SPNS1,lysosome
SPON1,unclassified
SPOP,stress_granule
SPOUT1,nucleus
SPPL2B,unclassified
SPR,mitochondrion
SPRTN,unclassified
SPRY1,trans-Golgi
SPRYD3,14-3-3_scaffold
SPRYD4,mitochondrion
SPRYD7,trans-Golgi
SPTAN1,actin_cytoskeleton
SPTAN1,actin_cytoskeleton
SPTAN1,actin_cytoskeleton
SPTB,unclassified
SPTBN1,actin_cytoskeleton
SPTBN2,actin_cytoskeleton
SPTLC1,ER
SPTLC2,ER
SPTY2D1,nucleus
SQLE,ER
SQSTM1,early_endosome
SRA1,unclassified
SRBD1,nucleus
SRC,plasma_membrane
SRCAP,nucleus
SRCIN1,plasma_membrane
SREBF1,ER
SREBF2,ERGIC
SREK1,nucleus
SREK1IP1,nucleus
SRFBP1,nucleolus
SRGAP1,cytosol
SRGAP2,14-3-3_scaffold
SRGAP3,cytosol
SRI,cytosol
SRM,cytosol
SRP14,unclassified
SRP19,ER
SRP54,ER
SRP68,unclassified
SRP72,unclassified
SRP9,unclassified
SRPK1,nucleolus
SRPK2,nucleolus
SRPRA,ER
SRPRB,ER
SRR,cytosol
SRRD,unclassified
SRRM1,nucleus
SRRM2,nucleus
SRRT,nucleus
SRSF1,nucleus
SRSF10,nucleus
SRSF11,nucleus
SRSF2,nucleus
SRSF3,nucleus
SRSF4,nucleus
SRSF5,nucleus
SRSF6,nucleus
SRSF7,nucleus
SRSF8,nucleus
SRSF9,nucleus
SRXN1,cytosol
SS18,cytosol
SS18L1,nucleus
SS18L2,nucleus
SSB,unclassified
SSBP1,mitochondrion
SSBP3,unclassified
SSBP4,nucleus
SSH2,actin_cytoskeleton
SSH3,cytosol
SSNA1,cytosol
SSR1,ER
SSR3,ER
SSR4,ER
SSRP1,nucleus
SSU72,unclassified
SSX2IP,centrosome
ST13,cytosol
ST1A5,cytosol
ST7,ER
STAG1,nucleus
STAG2,nucleus
STAM,early_endosome
STAM2,early_endosome
STAMBP,cytosol
STAMBPL1,unclassified
STARD3,lysosome
STARD3,lysosome
STARD3NL,lysosome
STARD4,cytosol
STARD5,cytosol
STARD7,mitochondrion
STAT1,cytosol
STAT2,cytosol
STAT3,cytosol
STAT3,cytosol
STAT5B,cytosol
STAT6,cytosol
STAU1,translation
STAU2,stress_granule
STBD1,ER
STC2,ER
STEAP3,recycling_endosome
STEEP1,unclassified
STIL,cytosol
STIM1,ER
STIM2,ER
STIP1,cytosol
STK10,plasma_membrane
STK11,cytosol
STK11IP,lysosome
STK17B,cytosol
STK19,nucleus
STK24,actin_cytoskeleton
STK24,unclassified
STK25,unclassified
STK26,cytosol
STK3,ER
STK32C,cytosol
STK33,nucleus
STK38,cytosol
STK38L,cytosol
STK39,cytosol
STK39,cytosol
STK4,ER
STMN1,cytosol
STMN1,cytosol
STMN2,cytosol
STMN3,Golgi
STN1,cytosol
STOM,plasma_membrane
STOML2,mitochondrion
STON1,cytosol
STRA13,nucleus
STRADA,cytosol
STRADA,cytosol
STRAP,stress_granule
STRBP,nucleus
STRIP1,ER
STRIP2,cytosol
STRN,ER
STRN3,cytosol
STRN3,ER
STRN3,unclassified
STRN4,ER
STT3A,ER
STT3B,ER
STUB1,cytosol
STX10,trans-Golgi
STX12,recycling_endosome
STX16,trans-Golgi
STX16,trans-Golgi
STX17,ER
STX18,ER
STX2,plasma_membrane
STX3,recycling_endosome
STX4,plasma_membrane
STX5,Golgi
STX6,trans-Golgi
STX7,recycling_endosome
STX8,early_endosome
STXBP1,plasma_membrane
STXBP2,plasma_membrane
STXBP3,plasma_membrane
STXBP4,stress_granule
STXBP5,early_endosome
STYX,unclassified
SUCLA2,mitochondrion
SUCLG1,mitochondrion
SUCLG2,mitochondrion
SUCO,ER
SUDS3,nucleus
SUFU,unclassified
SUGCT,mitochondrion
SUGP1,nucleus
SUGP2,nucleus
SUGT1,cytosol
SUGT1,cytosol
SULF2,unclassified
SULT1A1,cytosol
SUMF1,ER
SUMF2,ER
SUMO1,nucleus
SUMO2,nucleus
SUMO3,cytosol
SUN1,ER
SUN2,ER
SUOX,mitochondrion
SUPT16H,nucleus
SUPT20H,nucleus
SUPT3H,nucleus
SUPT4H1,unclassified
SUPT5H,nucleus
SUPT6H,nucleus
SUPT7L,ER
SUPV3L1,mitochondrion
SURF1,mitochondrion
SURF2,cytosol
SURF4,ER
SURF6,nucleolus
SUSD5,plasma_membrane
SUV39H1,nucleus
SUV39H2,nucleus
SUZ12,nucleus
SV2A,trans-Golgi
SVBP,unclassified
SVIL,actin_cytoskeleton
SVIP,plasma_membrane
SWAP70,cytosol
SWAP70,unclassified
SWI5,unclassified
SYAP1,trans-Golgi
SYBU,nucleus
SYDE1,unclassified
SYF2,nucleus
SYK,cytosol
SYMPK,nucleus
SYN2,unclassified
SYNCRIP,stress_granule
SYNCRIP,stress_granule
SYNE1,ER
SYNE2,ER
SYNE3,nucleus
SYNGR1,trans-Golgi
SYNGR2,trans-Golgi
SYNGR3,unclassified
SYNJ1,actin_cytoskeleton
SYNJ2,14-3-3_scaffold
SYNJ2BP-COX16,mitochondrion
SYNRG,early_endosome
SYP,plasma_membrane
SYPL1,plasma_membrane
SYPL1,plasma_membrane
SYPL2,ER
SYT-SSX1,nucleus
SYT1,recycling_endosome
